Sentence,Groups,PatternType
the person that assisted her saw john .,RS,Affirmatives
the person that assisted her saw my friend .,RS,Affirmatives
the person that assisted her spotted him .,RS,Affirmatives
the person that assisted her spotted john .,RS,Affirmatives
the person that assisted her spotted my friend .,RS,Affirmatives
the person that assisted her met him .,RS,Affirmatives
the person that assisted her met john .,RS,Affirmatives
the person that assisted her met my friend .,RS,Affirmatives
the person that assisted her hated him .,RS,Affirmatives
the person that assisted her hated john .,RS,Affirmatives
the person that assisted her hated my friend .,RS,Affirmatives
the person that assisted her looked at him .,RS,Affirmatives
the person that assisted her looked at john .,RS,Affirmatives
the person that assisted her looked at my friend .,RS,Affirmatives
the person that assisted mary saw him .,RS,Affirmatives
the person that assisted mary saw john .,RS,Affirmatives
the person that assisted mary saw my friend .,RS,Affirmatives
the person that assisted mary spotted him .,RS,Affirmatives
the person that assisted mary spotted john .,RS,Affirmatives
the person that assisted mary spotted my friend .,RS,Affirmatives
the person that assisted mary met him .,RS,Affirmatives
the person that assisted mary met john .,RS,Affirmatives
the person that assisted mary met my friend .,RS,Affirmatives
the person that assisted mary hated him .,RS,Affirmatives
the person that assisted mary hated john .,RS,Affirmatives
the person that assisted mary hated my friend .,RS,Affirmatives
the person that assisted mary looked at him .,RS,Affirmatives
the person that assisted mary looked at john .,RS,Affirmatives
the person that assisted mary looked at my friend .,RS,Affirmatives
the person that assisted my sister saw him .,RS,Affirmatives
the person that assisted my sister saw john .,RS,Affirmatives
the person that assisted my sister saw my friend .,RS,Affirmatives
the person that assisted my sister spotted him .,RS,Affirmatives
the person that assisted my sister spotted john .,RS,Affirmatives
the person that assisted my sister spotted my friend .,RS,Affirmatives
the person that assisted my sister met him .,RS,Affirmatives
the person that assisted my sister met john .,RS,Affirmatives
the person that assisted my sister met my friend .,RS,Affirmatives
the person that assisted my sister hated him .,RS,Affirmatives
the person that assisted my sister hated john .,RS,Affirmatives
the person that assisted my sister hated my friend .,RS,Affirmatives
the person that assisted my sister looked at him .,RS,Affirmatives
the person that assisted my sister looked at john .,RS,Affirmatives
the person that assisted my sister looked at my friend .,RS,Affirmatives
the person that liked her saw him .,RS,Affirmatives
the person that liked her saw john .,RS,Affirmatives
the person that liked her saw my friend .,RS,Affirmatives
the person that liked her spotted him .,RS,Affirmatives
the person that liked her spotted john .,RS,Affirmatives
the person that liked her spotted my friend .,RS,Affirmatives
the person that liked her met him .,RS,Affirmatives
the person that liked her met john .,RS,Affirmatives
the person that liked her met my friend .,RS,Affirmatives
the person that liked her hated him .,RS,Affirmatives
the person that liked her hated john .,RS,Affirmatives
the person that liked her hated my friend .,RS,Affirmatives
the person that liked her looked at him .,RS,Affirmatives
the person that liked her looked at john .,RS,Affirmatives
the person that liked her looked at my friend .,RS,Affirmatives
the person that liked mary saw him .,RS,Affirmatives
the person that liked mary saw john .,RS,Affirmatives
the person that liked mary saw my friend .,RS,Affirmatives
the person that liked mary spotted him .,RS,Affirmatives
the person that liked mary spotted john .,RS,Affirmatives
the person that liked mary spotted my friend .,RS,Affirmatives
the person that liked mary met him .,RS,Affirmatives
the person that liked mary met john .,RS,Affirmatives
the person that liked mary met my friend .,RS,Affirmatives
the person that liked mary hated him .,RS,Affirmatives
the person that liked mary hated john .,RS,Affirmatives
the person that liked mary hated my friend .,RS,Affirmatives
the person that liked mary looked at him .,RS,Affirmatives
the person that liked mary looked at john .,RS,Affirmatives
the person that liked mary looked at my friend .,RS,Affirmatives
the person that liked my sister saw him .,RS,Affirmatives
the person that liked my sister saw john .,RS,Affirmatives
the person that liked my sister saw my friend .,RS,Affirmatives
the person that liked my sister spotted him .,RS,Affirmatives
the person that liked my sister spotted john .,RS,Affirmatives
the person that liked my sister spotted my friend .,RS,Affirmatives
the person that liked my sister met him .,RS,Affirmatives
the person that liked my sister met john .,RS,Affirmatives
the person that liked my sister met my friend .,RS,Affirmatives
the person that liked my sister hated him .,RS,Affirmatives
the person that liked my sister hated john .,RS,Affirmatives
the person that liked my sister hated my friend .,RS,Affirmatives
the person that liked my sister looked at him .,RS,Affirmatives
the person that liked my sister looked at john .,RS,Affirmatives
the person that liked my sister looked at my friend .,RS,Affirmatives
the person who dated her saw him .,RS,Affirmatives
the person who dated her saw john .,RS,Affirmatives
the person who dated her saw my friend .,RS,Affirmatives
the person who dated her spotted him .,RS,Affirmatives
the person who dated her spotted john .,RS,Affirmatives
the person who dated her spotted my friend .,RS,Affirmatives
the person who dated her met him .,RS,Affirmatives
the person who dated her met john .,RS,Affirmatives
the person who dated her met my friend .,RS,Affirmatives
the person who dated her hated him .,RS,Affirmatives
the person who dated her hated john .,RS,Affirmatives
the person who dated her hated my friend .,RS,Affirmatives
the person who dated her looked at him .,RS,Affirmatives
the person who dated her looked at john .,RS,Affirmatives
the person who dated her looked at my friend .,RS,Affirmatives
the person who dated mary saw him .,RS,Affirmatives
the person who dated mary saw john .,RS,Affirmatives
the person who dated mary saw my friend .,RS,Affirmatives
the person who dated mary spotted him .,RS,Affirmatives
the person who dated mary spotted john .,RS,Affirmatives
the person who dated mary spotted my friend .,RS,Affirmatives
the person who dated mary met him .,RS,Affirmatives
the person who dated mary met john .,RS,Affirmatives
the person who dated mary met my friend .,RS,Affirmatives
the person who dated mary hated him .,RS,Affirmatives
the person who dated mary hated john .,RS,Affirmatives
the person who dated mary hated my friend .,RS,Affirmatives
the person who dated mary looked at him .,RS,Affirmatives
the person who dated mary looked at john .,RS,Affirmatives
the person who dated mary looked at my friend .,RS,Affirmatives
the person who dated my sister saw him .,RS,Affirmatives
the person who dated my sister saw john .,RS,Affirmatives
the person who dated my sister saw my friend .,RS,Affirmatives
the person who dated my sister spotted him .,RS,Affirmatives
the person who dated my sister spotted john .,RS,Affirmatives
the person who dated my sister spotted my friend .,RS,Affirmatives
the person who dated my sister met him .,RS,Affirmatives
the person who dated my sister met john .,RS,Affirmatives
the person who dated my sister met my friend .,RS,Affirmatives
the person who dated my sister hated him .,RS,Affirmatives
the person who dated my sister hated john .,RS,Affirmatives
the person who dated my sister hated my friend .,RS,Affirmatives
the person who dated my sister looked at him .,RS,Affirmatives
the person who dated my sister looked at john .,RS,Affirmatives
the person who dated my sister looked at my friend .,RS,Affirmatives
the person who worked with her saw him .,RS,Affirmatives
the person who worked with her saw john .,RS,Affirmatives
the person who worked with her saw my friend .,RS,Affirmatives
the person who worked with her spotted him .,RS,Affirmatives
the person who worked with her spotted john .,RS,Affirmatives
the person who worked with her spotted my friend .,RS,Affirmatives
the person who worked with her met him .,RS,Affirmatives
the person who worked with her met john .,RS,Affirmatives
the person who worked with her met my friend .,RS,Affirmatives
the person who worked with her hated him .,RS,Affirmatives
the person who worked with her hated john .,RS,Affirmatives
the person who worked with her hated my friend .,RS,Affirmatives
the person who worked with her looked at him .,RS,Affirmatives
the person who worked with her looked at john .,RS,Affirmatives
the person who worked with her looked at my friend .,RS,Affirmatives
the person who worked with mary saw him .,RS,Affirmatives
the person who worked with mary saw john .,RS,Affirmatives
the person who worked with mary saw my friend .,RS,Affirmatives
the person who worked with mary spotted him .,RS,Affirmatives
the person who worked with mary spotted john .,RS,Affirmatives
the person who worked with mary spotted my friend .,RS,Affirmatives
the person who worked with mary met him .,RS,Affirmatives
the person who worked with mary met john .,RS,Affirmatives
the person who worked with mary met my friend .,RS,Affirmatives
the person who worked with mary hated him .,RS,Affirmatives
the person who worked with mary hated john .,RS,Affirmatives
the person who worked with mary hated my friend .,RS,Affirmatives
the person who worked with mary looked at him .,RS,Affirmatives
the person who worked with mary looked at john .,RS,Affirmatives
the person who worked with mary looked at my friend .,RS,Affirmatives
the person who worked with my sister saw him .,RS,Affirmatives
the person who worked with my sister saw john .,RS,Affirmatives
the person who worked with my sister saw my friend .,RS,Affirmatives
the person who worked with my sister spotted him .,RS,Affirmatives
the person who worked with my sister spotted john .,RS,Affirmatives
the person who worked with my sister spotted my friend .,RS,Affirmatives
the person who worked with my sister met him .,RS,Affirmatives
the person who worked with my sister met john .,RS,Affirmatives
the person who worked with my sister met my friend .,RS,Affirmatives
the person who worked with my sister hated him .,RS,Affirmatives
the person who worked with my sister hated john .,RS,Affirmatives
the person who worked with my sister hated my friend .,RS,Affirmatives
